target_kind,complexity,noise_std,model,dim,eig_idx,budget,selected_lr,median_test_rmse,q25_test_rmse,q75_test_rmse,mean_test_rmse,n
general,13,0.1,unconstrained,5,2,20,0.0372759372031493,0.891789972782135,0.8512138277292252,0.9283714890480042,0.89346769079566,96
general,13,0.1,unconstrained,5,2,50,0.0138949549437313,0.8619545698165894,0.8217810243368149,0.8983556628227234,0.8634867699195942,96
general,13,0.1,unconstrained,5,2,100,0.0372759372031493,0.8502547144889832,0.8119791597127914,0.8894620388746262,0.8531048459311327,96
general,13,0.1,unconstrained,5,2,200,0.0372759372031493,0.8304883539676666,0.795363187789917,0.873963788151741,0.84016217601796,96
general,13,0.1,unconstrained,5,2,500,0.0372759372031493,0.8081671595573425,0.7660756260156631,0.856089174747467,0.8163436955461899,96
general,13,0.1,unconstrained,9,4,1,0.0372759372031493,1.009795367717743,0.9568101316690446,1.0824220776557922,1.0303135470797617,96
general,13,0.1,unconstrained,9,4,2,0.0372759372031493,0.9872825145721436,0.9225109666585922,1.033284604549408,0.9868847709149122,96
general,13,0.1,unconstrained,9,4,5,0.0372759372031493,0.9313021898269652,0.8977610319852829,0.9741635620594025,0.9329191489766041,96
general,13,0.1,unconstrained,9,4,10,0.0138949549437313,0.8971412777900696,0.853917121887207,0.9345164448022842,0.8990504772712787,96
general,13,0.1,unconstrained,9,4,20,0.0138949549437313,0.8751433193683624,0.8296993374824524,0.9094928354024887,0.8720632481078306,96
general,13,0.1,unconstrained,9,4,50,0.0138949549437313,0.8403555750846863,0.8060615807771683,0.8778886795043945,0.8436377694209417,96
general,13,0.1,unconstrained,9,4,100,0.0138949549437313,0.8204267919063568,0.777690201997757,0.8529779016971588,0.8213738556951284,96
general,13,0.1,unconstrained,9,4,200,0.0138949549437313,0.7930794954299927,0.7534492462873459,0.8318527191877365,0.7969959856321415,96
general,13,0.1,unconstrained,9,4,500,0.0138949549437313,0.7466945350170135,0.710906371474266,0.7991428226232529,0.7540319164594015,96
general,13,0.1,unconstrained,15,7,1,0.0138949549437313,0.9820647835731506,0.9444997757673264,1.021393209695816,0.9844329226762056,96
