protocol,optimizer,preprocessor_sample_size,preprocessor_seed,train_size,data_seed,model,preprocessing,matrix_dim,eig_idx,fm_rank,parameters_per_feature,num_parameters,lr,init_seed,train_logloss,val_logloss,val_brier,test_logloss,test_brier,elapsed_seconds
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,3,1,0,6,5112144,0.001,0,0.5739864790812135,0.5195884785859105,0.1711808108106807,,,36.74510575004388
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,3,1,0,6,5112144,0.001,0,0.4797647247905843,0.46305949753976555,0.15043625979590036,0.4684458690055953,0.15243029576893904,86.42378029203974
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,3,1,0,6,5112144,0.001,1,0.6774254888296127,0.6585783894298,0.23309507446433658,,,17.264553540968336
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,3,1,0,6,5112144,0.001,1,0.5654485402628779,0.5187040715276443,0.17124145135748073,,,36.57286208297592
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,3,1,0,6,5112144,0.001,1,0.4809049156610854,0.4634476798111051,0.15057766952646032,0.4686732678497625,0.15251417101795092,87.18898737500422
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,3,1,0,6,5112144,0.01,0,0.6171647310256958,0.5509125569344214,0.1830063517496777,0.5565834229168894,0.18550510236308018,17.280799958040006
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,3,1,0,6,5112144,0.01,0,0.504719689488411,0.47926127120634304,0.1563262734540745,0.48491724178302836,0.15836392082809944,36.67506837495603
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,3,1,0,6,5112144,0.01,0,0.4701227087061852,0.46484323020959034,0.1510386696921812,,,85.34097420796752
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,3,1,0,6,5112144,0.01,1,0.6052483320236206,0.5368296822568102,0.17824619035862446,0.5419836357168224,0.1805039449015877,17.41427195898723
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,3,1,0,6,5112144,0.01,1,0.5035470388829708,0.47947662257397206,0.15649436449909826,0.4849045748027073,0.15851216783336244,36.359943124931306
one_pass,adam,3667249,0,4194304,0,spectral-new,hybrid,3,1,0,6,5112144,0.01,1,0.47051014518365264,0.46508697369868657,0.15111502756443096,,,85.20501779194456
one_pass,adam,3667249,0,16384,0,spectral-new,hybrid,3,1,0,6,5112144,0.1,0,0.6288518607616425,0.6214340628686538,0.18648102377958709,,,17.30017595901154
one_pass,adam,3667249,0,262144,0,spectral-new,hybrid,3,1,0,6,5112144,0.1,0,0.6169815715402365,0.5941153648317811,0.183666965744283,,,36.88049483404029
